CFOP,TMCFTIT,TMCFDSC,TMCLOE
2302,Aquisição de serviço de comunicação por estabelecimento industrial,Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.,4003 
2303,Aquisição de serviço de comunicação por estabelecimento comercial,Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.,4003 
2304,Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte,Classificam-se neste código as aquisições de serviços de comunicação utilizado por estabelecimento prestador de serviço de transporte.,4003 
2305,Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
2306,Aquisição de serviço de comunicação por estabelecimento de produtor rural,Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.,4003 
2350,AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE,,TRIB
2351,Aquisição de serviço de transporte para execução de serviço da mesma natureza,Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.,4003 
2352,Aquisição de serviço de transporte por estabelecimento industrial,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.,4003 
2353,Aquisição de serviço de transporte,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.,4003 
2354,Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.,4003 
2355,Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
2356,Aquisição de serviço de transporte por estabelecimento de produtor rural,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.,4003 
2400,ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA,,TRIB
2401,Compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária,"Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras por estabe",TRIB
2403,Compra prod ST - não gera créd,"Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de",TRIB
2406,Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária,"Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.",TRIB
2407,Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária,"Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.",TRIB
2408,Transferência para industrialização em operação com mercadoria sujeita ao regime de substituição tributária,"Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.",TRIB
2409,Transf p/ comerc DE OUTRA UF de prod ST - não gera crédito,"Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.",TRIB
2410,Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária,"Classificam-se neste código as devoluções de produtos industrializados e vendidos pelo estabelecimento, cujas saídas tenham sido classificadas como",4015 
2411,Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária,"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como",4015 
2414,"Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Classificam-se neste código as entradas, em retorno, de produtos industrializados pelo estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária,",4015 
2415,"Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributá",4015 
2500,ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES,,TRIB
2501,Entrada c/ fim exportação - não gera crédito,"Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.",TRIB
2503,"Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","Classificam-se neste código as devoluções de produtos industrializados pelo estabelecimento, remetidos a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido c",4015 
2504,Entrada devolução fim exportação DE OUTRA UF,"Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido",4015 
2550,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO,,TRIB
2551,Compra de bem para o ativo imobilizado,Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.,TRIB
2552,Transferência de bem do ativo imobilizado,Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.,TRIB
2553,Devolução de venda de bem do ativo imobilizado,"Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código",4015 
2554,Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento,"Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código",4015 
2555,"Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.",4004 
2556,Compra uso ou consumo - não gera crédito,Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.,TRIB
2557,Transferência de material para uso ou consumo,Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.,TRIB
2600,CRÉDITOS E RESSARCIMENTOS DE ICMS,,TRIB
2603,Ressarcimento de ICMS retido por substituição tributária,"Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.",4003 
2900,OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS,,TRIB
2901,Entrada para industrialização por encomenda,Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.,TRIB
2902,Retorno de mercadoria remetida para industrialização por encomenda,"Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.",TRIB
2903,Entrada de mercadoria remetida para industrialização e não aplicada no referido processo,Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.,4015 
2904,Retorno de remessa para venda fora do estabelecimento,"Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.",4015 
2905,Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral,Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.,TRIB
2906,Retorno de mercadoria remetida para depósito fechado ou armazém geral,Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.,4015 
2907,Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral,"Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabel",4015 
2908,Entrada de bem por conta de contrato de comodato,Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.,4004 
2909,Retorno de bem remetido por conta de contrato de comodato,Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.,4015 
2910,"Entrada de bonificação, doação ou brinde","Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.",TRIB
2911,Entrada de amostra grátis,Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.,4003 
2912,Entrada de mercadoria ou bem recebido para demonstração,Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.,TRIB
2913,Retorno de mercadoria ou bem remetido para demonstração,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.,4015 
2914,Retorno de mercadoria ou bem remetido para exposição ou feira,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.,4015 
2915,Entrada de mercadoria ou bem recebido para conserto ou reparo,Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.,4012 
2916,Retorno de mercadoria ou bem remetido para conserto ou reparo,Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.,4013 
2917,Entrada de mercadoria recebida em consignação mercantil ou industrial,Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.,TRIB
2918,Devolução de mercadoria remetida em consignação mercantil ou industrial,Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.,4015 
2919,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial","Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.",4015 
2920,Entrada de vasilhame ou sacaria,Classificam-se neste código as entradas de vasilhame ou sacaria.,4003 
2921,Retorno de vasilhame ou sacaria,Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.,4003 
2922,Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro,Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.,4003 
2923,"Entrada de mercadoria recebida do vendedor remetente, em venda à ordem","Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos",TRIB
2924,"Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.",TRIB
2925,"Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabeleci",4003 
2949,Outras entradas de OUTRA UF,Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,TRIB
3000,ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR,"Classificam-se, neste grupo, as entradas de mercadorias oriundas de outro país, inclusive as decorrentes de aquisição por arrematação, concorrência ou qualquer outra forma de alienação promovida pelo poder público, e os serviços iniciados no exterior",TRIB
3100,"COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS",,TRIB
3101,Compra para industrialização,Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização. Também serão classificadas neste código as entradas de mercadorias em estabelecimento industrial de cooperativa .,TRIB
3102,Compra para comercialização,Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa.,TRIB
3126,Compra para utilização na prestação de serviço,Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços.,TRIB
3127,Compra para industrialização sob o regime de,,TRIB
3200,"DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES",,TRIB
3201,Devolução de venda de produção do estabelecimento,"Classificam-se neste código as devoluções de vendas de produtos industrializados pelo estabelecimento, cujas saídas tenham sido classificadas como",4015 
3202,Devolução de venda de mercadoria adquirida ou recebida de terceiros,"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como",4015 
3205,Anulação de valor relativo à prestação de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.",4003 
3206,Anulação de valor relativo à prestação de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.",4003 
3207,Anulação de valor relativo à venda de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.",4003 
3211,Devolução de venda de produção do estabelecimento sob o regime de,,4015 
3250,COMPRAS DE ENERGIA ELÉTRICA,,TRIB
3251,Compra de energia elétrica para distribuição ou comercialização,Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.,4003 
3300,AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO,,TRIB
3301,Aquisição de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.,4003 
3350,AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE,,TRIB
3351,Aquisição de serviço de transporte para execução de serviço da mesma natureza,Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.,4003 
3352,Aquisição de serviço de transporte por estabelecimento industrial,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.,4003 
3353,Aquisição de serviço de transporte por estabelecimento comercial,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.,4003 
3354,Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.,4003 
3355,Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
3356,Aquisição de serviço de transporte por estabelecimento de produtor rural,Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.,4003 
3500,ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES,,TRIB
3503,Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação,"Classificam-se neste código as devoluções de mercadorias exportadas por trading company, empresa comercial exportadora ou outro estabelecimento do remetente, recebidas com fim específico de exportação, cujas saídas tenham sido classificadas no código",4015 
3550,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO,,TRIB
3551,Compra de bem para o ativo imobilizado,Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.,TRIB
3553,Devolução de venda de bem do ativo imobilizado,"Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código",4015 
3556,Compra de material para uso ou consumo,Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.,TRIB
3900,OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS,,TRIB
3930,Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária,Classificam-se neste código os lançamentos efetuados a título de entrada de bens amparada por regime especial aduaneiro de admissão temporária.,4003 
3949,Outra entrada de mercadoria ou prestação de serviço não especificado,Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,TRIB
5000,SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O ESTADO,"Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado na mesma unidade da Federação do destinatário",TRIB
5100,VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS,,TRIB
5101,Venda de produção do estabelecimento,Classificam-se neste código as vendas de produtos industrializados no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento industrial de cooperativa destinadas a seus cooperados ou a estabelecimento de outr,TRIB
5102,Venda ,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as v",TRIB
5103,"Venda de produção do estabelecimento, efetuada fora do estabelecimento","Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de produtos industrializados no estabelecimento.",TRIB
5104,"Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento","Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industria",TRIB
5105,Venda de produção do estabelecimento que não deva por ele transitar,"Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.",TRIB
5106,"Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no esta",TRIB
5109,"Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Classificam-se neste código as vendas de produtos industrializados pelo estabelecimento, destinados à Zona Franca de Manaus ou Áreas de Livre Comércio.",TRIB
5110,"Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, destinadas à Zona Franca de Manaus ou Áreas de Livre Comércio.",TRIB
5111,Venda de produção do estabelecimento remetida anteriormente em consignação industrial,Classificam-se neste código as vendas efetivas de produtos industrializados no estabelecimento remetidos anteriormente a título de consignação industrial.,TRIB
5112,Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial,"Classificam-se neste código as vendas efetivas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas anteriormente a título de consignação industrial.",TRIB
5113,Venda de produção do estabelecimento remetida anteriormente em consignação mercantil,Classificam-se neste código as vendas efetivas de produtos industrializados no estabelecimento remetidos anteriormente a título de consignação mercantil.,TRIB
5114,Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil,"Classificam-se neste código as vendas efetivas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas anteriormente a título de consignação mercantil.",TRIB
5115,"Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, recebidas anteriormente a título de consignação mercantil.",TRIB
5116,Venda de produção do estabelecimento originada de encomenda para entrega futura,"Classificam-se neste código as vendas de produtos industrializados pelo estabelecimento, quando da saída real do produto, cujo faturamento tenha sido classificado no código",TRIB
5117,"Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda para entrega futura","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, quando da saída real da mercadoria, cujo faturamento tenha sido classificado no códig",TRIB
5118,"Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Classificam-se neste código as vendas à ordem de produtos industrializados pelo estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.",TRIB
5119,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.",TRIB
5120,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem","Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues pelo vendedor remetente ao destinatário, cuja compra seja classific",4003 
5122,"Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Classificam-se neste código as vendas de produtos industrializados no estabelecimento, remetidos para serem industrializados em outro estabelecimento, por conta e ordem do adquirente, sem que os produtos tenham transitado pelo estabelecimento do adquirent",TRIB
5123,"Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas para serem industrializadas em outro estabelecimento, por conta e ordem do",TRIB
5124,Industrialização efetuada para outra empresa,"Classificam-se neste código as saídas de mercadorias industrializadas para terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.",TRIB
5125,Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria,"Classificam-se neste código as saídas de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utilização no processo de industrialização não tenham transitado pelo estabelecimento do adquirente das mercadorias, compreend",TRIB
5150,TRANSFERÊNCIAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS,,TRIB
5151,Transferência de produção do estabelecimento,Classificam-se neste código os produtos industrializados no estabelecimento e transferidos para outro estabelecimento da mesma empresa.,TRIB
5152,Transf INTERNA ,"Classificam-se neste código as mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização e que não tenham sido objeto de qualquer processo industrial no estabelecimento, transferidas para outro estabelecimento da mesma empr",TRIB
5153,Transferência de energia elétrica,"Classificam-se neste código as transferências de energia elétrica para outro estabelecimento da mesma empresa, para distribuição.",4003 
5155,"Transferência de produção do estabelecimento, que não deva por ele transitar","Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento dep",TRIB
5156,"Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas",TRIB
5200,"DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES",,TRIB
5201,Devolução de compra para industrialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização, cujas entradas tenham sido classificadas como",4015 
5202,Devolução de compra para comercialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como",4015 
5205,Anulação de valor relativo a aquisição de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.",4003 
5206,Anulação de valor relativo a aquisição de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.",4003 
5207,Anulação de valor relativo à compra de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.",4003 
5208,Devolução de mercadoria recebida em transferência para industrialização,"Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outros estabelecimentos da mesma empresa, para serem utilizadas em processo de industrialização.",4015 
5209,Devolução de transfer INTERNA,"Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.",4015 
5210,Devolução de compra para utilização na prestação de serviço,"Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas no código",4015 
5250,VENDAS DE ENERGIA ELÉTRICA,,TRIB
5251,Venda de energia elétrica para distribuição ou comercialização,Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.,4003 
5252,Venda de energia elétrica para estabelecimento industrial,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.,4003 
5253,Venda de energia elétrica para estabelecimento comercial,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.,4003 
5254,Venda de energia elétrica para estabelecimento prestador de serviço de transporte,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.,4003 
5255,Venda de energia elétrica para estabelecimento prestador de serviço de comunicação,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.,4003 
5256,Venda de energia elétrica para estabelecimento de produtor rural,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.,4003 
5257,Venda de energia elétrica para consumo por demanda contratada,"Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.",4003 
5258,Venda de energia elétrica a não contribuinte,Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
5300,PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO,,TRIB
5301,Prestação de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.,4003 
5302,Prestação de serviço de comunicação a estabelecimento industrial,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.,4003 
5303,Prestação de serviço de comunicação a estabelecimento comercial,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.,4003 
5304,Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.,4003 
5305,Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
